city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Schuylerville,"New York",43.10008,-73.58178,1,place,,,,,Schuylerville,NY,"Saratoga County",12871,US,"TIGER/Line® dataset from the US Census Bureau"
Stillwater,"New York",43.001932,-73.660897,1,place,,,,,Stillwater,NY,"Saratoga County",12170,US,"TIGER/Line® dataset from the US Census Bureau"
Waterford,"New York",42.845579,-73.702433,1,place,,,,,Waterford,NY,"Saratoga County",12188,US,"TIGER/Line® dataset from the US Census Bureau"
Barker,"New York",43.327031,-78.534963,1,place,,,,,Barker,NY,"Niagara County",14012,US,"TIGER/Line® dataset from the US Census Bureau"
"La Salle","New York",43.082556,-78.968097,0.9,place,,,,,"La Salle",NY,"Niagara County",14304,US,"TIGER/Line® dataset from the US Census Bureau"
Lewiston,"New York",43.170805,-78.989515,1,place,,,,,Lewiston,NY,"Niagara County",14092,US,"TIGER/Line® dataset from the US Census Bureau"
Lockport,"New York",43.168463,-78.706886,1,place,,,,,Lockport,NY,"Niagara County",14094,US,"TIGER/Line® dataset from the US Census Bureau"
Middleport,"New York",43.196947,-78.502849,1,place,,,,,Middleport,NY,"Niagara County",14105,US,"TIGER/Line® dataset from the US Census Bureau"
Newfane,"New York",43.271156,-78.724806,1,place,,,,,Newfane,NY,"Niagara County",14108,US,"TIGER/Line® dataset from the US Census Bureau"
"Niagara Falls","New York",43.095821,-79.040407,1,place,,,,,"Niagara Falls",NY,"Niagara County",14301,US,"TIGER/Line® dataset from the US Census Bureau"
Ransomville,"New York",43.233055,-78.906562,1,place,,,,,Ransomville,NY,"Niagara County",14131,US,"TIGER/Line® dataset from the US Census Bureau"
"Suspension Bridge","New York",0,0,0,,,,,,,,,,,
Wilson,"New York",43.272729,-78.83101,1,place,,,,,Wilson,NY,"Niagara County",14172,US,"TIGER/Line® dataset from the US Census Bureau"
Rensselaer,"New York",42.64258,-73.7429,1,place,,,,,Rensselaer,NY,"Rensselaer County",12144,US,"TIGER/Line® dataset from the US Census Bureau"
Berlin,"New York",42.67051,-73.357825,1,place,,,,,Berlin,NY,"Rensselaer County",12022,US,"TIGER/Line® dataset from the US Census Bureau"
"Castleton On Hudson","New York",42.51841,-73.75123,1,place,,,,,"Castleton On Hudson",NY,"Rensselaer County",12033,US,"TIGER/Line® dataset from the US Census Bureau"
"Hoosick Falls","New York",42.90119,-73.3515,1,place,,,,,"Hoosick Falls",NY,"Rensselaer County",12090,US,"TIGER/Line® dataset from the US Census Bureau"
Lansingburg,"New York",0,0,0,,,,,,,,,,,
Schaghticoke,"New York",42.904445,-73.615618,1,place,,,,,Schaghticoke,NY,"Rensselaer County",12154,US,"TIGER/Line® dataset from the US Census Bureau"
Troy,"New York",42.71144,-73.525561,1,place,,,,,Troy,NY,"Rensselaer County",12179,US,"TIGER/Line® dataset from the US Census Bureau"
"Valley Falls","New York",42.856307,-73.500679,1,place,,,,,"Valley Falls",NY,"Rensselaer County",12185,US,"TIGER/Line® dataset from the US Census Bureau"
Binghamton,"New York",42.165629,-75.890685,1,place,,,,,Binghamton,NY,"Broome County",13901,US,"TIGER/Line® dataset from the US Census Bureau"
Endicott,"New York",42.150588,-76.055064,1,place,,,,,Endicott,NY,"Broome County",13760,US,"TIGER/Line® dataset from the US Census Bureau"
Harpursville,"New York",42.186306,-75.67618,1,place,,,,,Harpursville,NY,"Broome County",13787,US,"TIGER/Line® dataset from the US Census Bureau"
"Johnson City","New York",42.11563,-75.95881,1,place,,,,,"Johnson City",NY,"Broome County",13790,US,"TIGER/Line® dataset from the US Census Bureau"
"Whitney's Point","New York",0,0,0,,,,,,,,,,,
Windsor,"New York",42.069103,-75.644078,1,place,,,,,Windsor,NY,"Broome County",13865,US,"TIGER/Line® dataset from the US Census Bureau"
Boonville,"New York",43.48368,-75.33656,1,place,,,,,Boonville,NY,"Oneida County",13309,US,"TIGER/Line® dataset from the US Census Bureau"
Camden,"New York",43.33451,-75.74796,1,place,,,,,Camden,NY,"Oneida County",13316,US,"TIGER/Line® dataset from the US Census Bureau"
Clinton,"New York",43.036697,-75.382414,1,place,,,,,Clinton,NY,"Oneida County",13323,US,"TIGER/Line® dataset from the US Census Bureau"
Deansboro,"New York",42.983981,-75.422034,1,place,,,,,Deansboro,NY,"Oneida County",13328,US,"TIGER/Line® dataset from the US Census Bureau"
Forestport,"New York",43.500975,-75.153257,1,place,,,,,Forestport,NY,"Oneida County",13338,US,"TIGER/Line® dataset from the US Census Bureau"
"New Hartford","New York",43.067369,-75.290911,1,place,,,,,"New Hartford",NY,"Oneida County",13413,US,"TIGER/Line® dataset from the US Census Bureau"
"Oriskany Falls","New York",42.96965,-75.485421,1,place,,,,,"Oriskany Falls",NY,"Oneida County",13425,US,"TIGER/Line® dataset from the US Census Bureau"
Prospect,"New York",43.305156,-75.150183,1,place,,,,,Prospect,NY,"Oneida County",13435,US,"TIGER/Line® dataset from the US Census Bureau"
Remsen,"New York",43.341666,-75.221046,1,place,,,,,Remsen,NY,"Oneida County",13438,US,"TIGER/Line® dataset from the US Census Bureau"
Rome,"New York",43.20886,-75.383365,1,place,,,,,Rome,NY,"Oneida County",13440,US,"TIGER/Line® dataset from the US Census Bureau"
Trenton,"New York",43.271458,-75.160164,0.18,place,,,,,"Trenton Falls",NY,"Oneida County",13304,US,"TIGER/Line® dataset from the US Census Bureau"
Utica,"New York",43.077369,-75.233208,1,place,,,,,Utica,NY,"Oneida County",13501,US,"TIGER/Line® dataset from the US Census Bureau"
Waterville,"New York",42.926167,-75.360922,1,place,,,,,Waterville,NY,"Oneida County",13480,US,"TIGER/Line® dataset from the US Census Bureau"
Westernville,"New York",43.339068,-75.341898,1,place,,,,,Westernville,NY,"Oneida County",13486,US,"TIGER/Line® dataset from the US Census Bureau"
Whitesboro,"New York",43.12201,-75.29156,1,place,,,,,Whitesboro,NY,"Oneida County",13492,US,"TIGER/Line® dataset from the US Census Bureau"
Brewster,"New York",41.39732,-73.61707,1,place,,,,,Brewster,NY,"Putnam County",10509,US,"TIGER/Line® dataset from the US Census Bureau"
Carmel,"New York",41.429571,-73.777626,1,place,,,,,Carmel,NY,"Putnam County",10512,US,"TIGER/Line® dataset from the US Census Bureau"
"Cold Spring","New York",41.4621,-73.875003,1,place,,,,,"Cold Spring",NY,"Putnam County",10516,US,"TIGER/Line® dataset from the US Census Bureau"
"Lake Mahopac","New York",41.412395,-73.752059,1,place,,,,,Mahopac,NY,"Putnam County",10541,US,"TIGER/Line® dataset from the US Census Bureau"
Patterson,"New York",41.485285,-73.595066,1,place,,,,,Patterson,NY,"Putnam County",12563,US,"TIGER/Line® dataset from the US Census Bureau"
Pleasantville,"New York",41.131069,-73.792214,1,place,,,,,Pleasantville,NY,"Westchester County",10570,US,"TIGER/Line® dataset from the US Census Bureau"
"Briarcliff Manor","New York",41.14565,-73.82375,1,place,,,,,"Briarcliff Manor",NY,"Westchester County",10510,US,"TIGER/Line® dataset from the US Census Bureau"
Bronxville,"New York",40.938448,-73.829978,1,place,,,,,Bronxville,NY,"Westchester County",10708,US,"TIGER/Line® dataset from the US Census Bureau"
Chappaqua,"New York",41.16845,-73.76197,1,place,,,,,Chappaqua,NY,"Westchester County",10514,US,"TIGER/Line® dataset from the US Census Bureau"
Croton-on-hudson,"New York",41.226478,-73.867787,1,place,,,,,"Croton On Hudson",NY,"Westchester County",10520,US,"TIGER/Line® dataset from the US Census Bureau"
"Dobbs Ferry","New York",41.011147,-73.865178,1,place,,,,,"Dobbs Ferry",NY,"Westchester County",10522,US,"TIGER/Line® dataset from the US Census Bureau"
Harrison,"New York",40.979118,-73.723036,1,place,,,,,Harrison,NY,"Westchester County",10528,US,"TIGER/Line® dataset from the US Census Bureau"
Hastings-on-hudson,"New York",40.987797,-73.862969,1,place,,,,,"Hastings On Hudson",NY,"Westchester County",10706,US,"TIGER/Line® dataset from the US Census Bureau"
Irvington,"New York",41.03922,-73.86823,1,place,,,,,Irvington,NY,"Westchester County",10533,US,"TIGER/Line® dataset from the US Census Bureau"
Katonah,"New York",41.25898,-73.68541,1,place,,,,,Katonah,NY,"Westchester County",10536,US,"TIGER/Line® dataset from the US Census Bureau"
Larchmont,"New York",40.92788,-73.7518,1,place,,,,,Larchmont,NY,"Westchester County",10538,US,"TIGER/Line® dataset from the US Census Bureau"
Mamaroneck,"New York",40.949199,-73.738779,1,place,,,,,Mamaroneck,NY,"Westchester County",10543,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Kisco","New York",41.197329,-73.72286,1,place,,,,,"Mount Kisco",NY,"Westchester County",10549,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Vernon","New York",40.909838,-73.83389,1,place,,,,,"Mount Vernon",NY,"Westchester County",10550,US,"TIGER/Line® dataset from the US Census Bureau"
"New Rochelle","New York",40.91757,-73.784858,1,place,,,,,"New Rochelle",NY,"Westchester County",10801,US,"TIGER/Line® dataset from the US Census Bureau"
Ossining,"New York",41.16287,-73.86152,1,place,,,,,Ossining,NY,"Westchester County",10562,US,"TIGER/Line® dataset from the US Census Bureau"
Peekskill,"New York",41.29009,-73.92042,1,place,,,,,Peekskill,NY,"Westchester County",10566,US,"TIGER/Line® dataset from the US Census Bureau"
"Port Chester","New York",41.022193,-73.679799,1,place,,,,,"Port Chester",NY,"Westchester County",10573,US,"TIGER/Line® dataset from the US Census Bureau"
Rye,"New York",40.978942,-73.69332,1,place,,,,,Rye,NY,"Westchester County",10580,US,"TIGER/Line® dataset from the US Census Bureau"
"Sing Sing","New York",0,0,0,,,,,,,,,,,
Tarrytown,"New York",41.089703,-73.844034,1,place,,,,,Tarrytown,NY,"Westchester County",10591,US,"TIGER/Line® dataset from the US Census Bureau"
Tuckahoe,"New York",40.960498,-73.816127,1,place,,,,,Tuckahoe,NY,"Westchester County",10707,US,"TIGER/Line® dataset from the US Census Bureau"
"White Plains","New York",41.031397,-73.769626,1,place,,,,,"White Plains",NY,"Westchester County",10601,US,"TIGER/Line® dataset from the US Census Bureau"
Williamsbridge,"New York",40.877322,-73.866246,0.9,place,,,,,"Williams Bridge",NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
Yonkers,"New York",40.946107,-73.866926,1,place,,,,,Yonkers,NY,"Westchester County",10701,US,"TIGER/Line® dataset from the US Census Bureau"
"Yorktown Heights","New York",41.287329,-73.790284,1,place,,,,,"Yorktown Heights",NY,"Westchester County",10598,US,"TIGER/Line® dataset from the US Census Bureau"
Broadalbin,"New York",43.082793,-74.160753,1,place,,,,,Broadalbin,NY,"Fulton County",12025,US,"TIGER/Line® dataset from the US Census Bureau"
Gloversville,"New York",43.114958,-74.344328,1,place,,,,,Gloversville,NY,"Fulton County",12078,US,"TIGER/Line® dataset from the US Census Bureau"
Johnstown,"New York",43.00674,-74.36764,1,place,,,,,Johnstown,NY,"Fulton County",12095,US,"TIGER/Line® dataset from the US Census Bureau"
Mayfield,"New York",43.132167,-74.248494,1,place,,,,,Mayfield,NY,"Fulton County",12117,US,"TIGER/Line® dataset from the US Census Bureau"
Northville,"New York",43.266223,-74.228535,1,place,,,,,Northville,NY,"Fulton County",12134,US,"TIGER/Line® dataset from the US Census Bureau"
"Sacandaga Park","New York",0,0,0,,,,,,,,,,,
Brockport,"New York",43.223303,-77.917335,1,place,,,,,Brockport,NY,"Monroe County",14420,US,"TIGER/Line® dataset from the US Census Bureau"
Charlotte,"New York",43.255062,-77.616947,0.9,place,,,,,Charlotte,NY,"Monroe County",14612,US,"TIGER/Line® dataset from the US Census Bureau"
Churchville,"New York",43.074911,-77.835003,1,place,,,,,Churchville,NY,"Monroe County",14428,US,"TIGER/Line® dataset from the US Census Bureau"
Despatch,"New York",0,0,0,,,,,,,,,,,
"East Rochester","New York",43.113563,-77.482538,1,place,,,,,"East Rochester",NY,"Monroe County",14445,US,"TIGER/Line® dataset from the US Census Bureau"
Egypt,"New York",43.06423,-77.407491,0.8,place,,,,,Egypt,NY,"Monroe County",14450,US,"TIGER/Line® dataset from the US Census Bureau"
Fairport,"New York",43.104287,-77.428964,1,place,,,,,Fairport,NY,"Monroe County",14450,US,"TIGER/Line® dataset from the US Census Bureau"
Greece,"New York",44.21955,-74.3159,0.53,place,,,,,Coreys,NY,"Franklin County",12986,US,"TIGER/Line® dataset from the US Census Bureau"
Hamlin,"New York",43.321659,-77.925097,1,place,,,,,Hamlin,NY,"Monroe County",14464,US,"TIGER/Line® dataset from the US Census Bureau"
Hilton,"New York",43.28521,-77.832333,1,place,,,,,Hilton,NY,"Monroe County",14468,US,"TIGER/Line® dataset from the US Census Bureau"
"Honeoye Falls","New York",42.982513,-77.606771,1,place,,,,,"Honeoye Falls",NY,"Monroe County",14472,US,"TIGER/Line® dataset from the US Census Bureau"
Mumford,"New York",42.99284,-77.86029,1,place,,,,,Mumford,NY,"Monroe County",14511,US,"TIGER/Line® dataset from the US Census Bureau"
Penfield,"New York",43.145813,-77.454446,1,place,,,,,Penfield,NY,"Monroe County",14526,US,"TIGER/Line® dataset from the US Census Bureau"
Pittsford,"New York",43.060229,-77.520692,1,place,,,,,Pittsford,NY,"Monroe County",14534,US,"TIGER/Line® dataset from the US Census Bureau"
Rochester,"New York",43.286024,-77.684264,1,place,,,,,Rochester,NY,"Monroe County",14601,US,"TIGER/Line® dataset from the US Census Bureau"
Scottsville,"New York",43.04471,-77.772652,1,place,,,,,Scottsville,NY,"Monroe County",14546,US,"TIGER/Line® dataset from the US Census Bureau"
Spencerport,"New York",43.185709,-77.830577,1,place,,,,,Spencerport,NY,"Monroe County",14559,US,"TIGER/Line® dataset from the US Census Bureau"
Webster,"New York",43.21821,-77.454075,1,place,,,,,Webster,NY,"Monroe County",14580,US,"TIGER/Line® dataset from the US Census Bureau"
Brocton,"New York",42.38867,-79.44116,1,place,,,,,Brocton,NY,"Chautauqua County",14716,US,"TIGER/Line® dataset from the US Census Bureau"
Cassadaga,"New York",42.34422,-79.30949,1,place,,,,,Cassadaga,NY,"Chautauqua County",14718,US,"TIGER/Line® dataset from the US Census Bureau"
Chautauqua,"New York",42.20978,-79.46671,1,place,,,,,Chautauqua,NY,"Chautauqua County",14722,US,"TIGER/Line® dataset from the US Census Bureau"
"Cherry Creek","New York",42.2945,-79.09976,1,place,,,,,"Cherry Creek",NY,"Chautauqua County",14723,US,"TIGER/Line® dataset from the US Census Bureau"
Dunkirk,"New York",42.487716,-79.328287,1,place,,,,,Dunkirk,NY,"Chautauqua County",14048,US,"TIGER/Line® dataset from the US Census Bureau"
Forestville,"New York",42.441146,-79.172343,1,place,,,,,Forestville,NY,"Chautauqua County",14062,US,"TIGER/Line® dataset from the US Census Bureau"
Fredonia,"New York",42.412217,-79.319254,1,place,,,,,Fredonia,NY,"Chautauqua County",14063,US,"TIGER/Line® dataset from the US Census Bureau"
Jamestown,"New York",42.08016,-79.25671,1,place,,,,,Jamestown,NY,"Chautauqua County",14701,US,"TIGER/Line® dataset from the US Census Bureau"
Mayville,"New York",42.25395,-79.50449,1,place,,,,,Mayville,NY,"Chautauqua County",14757,US,"TIGER/Line® dataset from the US Census Bureau"
Ripley,"New York",42.26569,-79.7123,1,place,,,,,Ripley,NY,"Chautauqua County",14775,US,"TIGER/Line® dataset from the US Census Bureau"
Sherman,"New York",42.172076,-79.611348,1,place,,,,,Sherman,NY,"Chautauqua County",14781,US,"TIGER/Line® dataset from the US Census Bureau"
"Silver Creek","New York",42.520038,-79.207843,1,place,,,,,"Silver Creek",NY,"Chautauqua County",14136,US,"TIGER/Line® dataset from the US Census Bureau"
Sinclairville,"New York",42.257762,-79.253829,1,place,,,,,Sinclairville,NY,"Chautauqua County",14782,US,"TIGER/Line® dataset from the US Census Bureau"
Westfield,"New York",42.32228,-79.5781,1,place,,,,,Westfield,NY,"Chautauqua County",14787,US,"TIGER/Line® dataset from the US Census Bureau"
Brookfield,"New York",42.81285,-75.31767,1,place,,,,,Brookfield,NY,"Madison County",13314,US,"TIGER/Line® dataset from the US Census Bureau"
Canastota,"New York",43.005767,-75.798607,1,place,,,,,Canastota,NY,"Madison County",13032,US,"TIGER/Line® dataset from the US Census Bureau"
Cazenovia,"New York",42.939422,-75.775568,1,place,,,,,Cazenovia,NY,"Madison County",13035,US,"TIGER/Line® dataset from the US Census Bureau"
Chittenango,"New York",43.04507,-75.86658,1,place,,,,,Chittenango,NY,"Madison County",13037,US,"TIGER/Line® dataset from the US Census Bureau"
"De Ruyter","New York",42.776527,-75.859458,1,place,,,,,"De Ruyter",NY,"Madison County",13052,US,"TIGER/Line® dataset from the US Census Bureau"
Hamilton,"New York",42.822667,-75.553153,1,place,,,,,Hamilton,NY,"Madison County",13346,US,"TIGER/Line® dataset from the US Census Bureau"
Morrisville,"New York",42.924089,-75.651484,1,place,,,,,Morrisville,NY,"Madison County",13408,US,"TIGER/Line® dataset from the US Census Bureau"
Oneida,"New York",43.047755,-75.640944,1,place,,,,,Oneida,NY,"Madison County",13421,US,"TIGER/Line® dataset from the US Census Bureau"
Brooklyn,"New York",40.63122,-73.941542,1,street_center,,"Brooklyn Rd",,,Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
Callicoon,"New York",41.775202,-75.01807,1,place,,,,,Callicoon,NY,"Sullivan County",12723,US,"TIGER/Line® dataset from the US Census Bureau"
Jeffersonville,"New York",41.782874,-74.905417,1,place,,,,,Jeffersonville,NY,"Sullivan County",12748,US,"TIGER/Line® dataset from the US Census Bureau"
Liberty,"New York",41.8012,-74.74655,1,place,,,,,Liberty,NY,"Sullivan County",12754,US,"TIGER/Line® dataset from the US Census Bureau"
"Livingston Manor","New York",41.818205,-74.802549,1,place,,,,,"Livingston Manor",NY,"Sullivan County",12758,US,"TIGER/Line® dataset from the US Census Bureau"
Monticello,"New York",41.65565,-74.68933,1,place,,,,,Monticello,NY,"Sullivan County",12701,US,"TIGER/Line® dataset from the US Census Bureau"
Roscoe,"New York",41.9336,-74.91747,1,place,,,,,Roscoe,NY,"Sullivan County",12776,US,"TIGER/Line® dataset from the US Census Bureau"
Cambridge,"New York",43.068526,-73.392229,1,place,,,,,Cambridge,NY,"Washington County",12816,US,"TIGER/Line® dataset from the US Census Bureau"
"Fort Ann","New York",43.443936,-73.489198,1,place,,,,,"Fort Ann",NY,"Washington County",12827,US,"TIGER/Line® dataset from the US Census Bureau"
"Fort Edward","New York",43.26702,-73.58456,1,place,,,,,"Fort Edward",NY,"Washington County",12828,US,"TIGER/Line® dataset from the US Census Bureau"
Granville,"New York",43.369373,-73.331692,1,place,,,,,Granville,NY,"Washington County",12832,US,"TIGER/Line® dataset from the US Census Bureau"
Greenwich,"New York",43.09063,-73.49873,1,place,,,,,Greenwich,NY,"Washington County",12834,US,"TIGER/Line® dataset from the US Census Bureau"
"Hudson Falls","New York",43.30063,-73.58595,1,place,,,,,"Hudson Falls",NY,"Washington County",12839,US,"TIGER/Line® dataset from the US Census Bureau"
"Middle Granville","New York",43.442087,-73.290902,1,place,,,,,"Middle Granville",NY,"Washington County",12849,US,"TIGER/Line® dataset from the US Census Bureau"
Salem,"New York",43.225966,-73.348736,1,place,,,,,Salem,NY,"Washington County",12865,US,"TIGER/Line® dataset from the US Census Bureau"
"Sandy Hill","New York",42.994788,-76.532718,0.6,place,,,,,Sennett,NY,"Cayuga County",13150,US,"TIGER/Line® dataset from the US Census Bureau"
Shushan,"New York",43.104587,-73.314179,1,place,,,,,Shushan,NY,"Washington County",12873,US,"TIGER/Line® dataset from the US Census Bureau"
Whitehall,"New York",43.492815,-73.421536,1,place,,,,,Whitehall,NY,"Washington County",12887,US,"TIGER/Line® dataset from the US Census Bureau"
Canandaigua,"New York",42.813576,-77.289687,1,place,,,,,Canandaigua,NY,"Ontario County",14424,US,"TIGER/Line® dataset from the US Census Bureau"
"Clifton Springs","New York",42.962932,-77.150097,1,place,,,,,"Clifton Springs",NY,"Ontario County",14432,US,"TIGER/Line® dataset from the US Census Bureau"
Geneva,"New York",42.857414,-77.034883,1,place,,,,,Geneva,NY,"Ontario County",14456,US,"TIGER/Line® dataset from the US Census Bureau"
Gorham,"New York",42.808127,-77.287611,1,place,,,,,Gorham,NY,"Ontario County",14461,US,"TIGER/Line® dataset from the US Census Bureau"
Holcomb,"New York",0,0,0,,,,,,,,,,,
Naples,"New York",42.667802,-77.413496,1,place,,,,,Naples,NY,"Ontario County",14512,US,"TIGER/Line® dataset from the US Census Bureau"
Phelps,"New York",42.963394,-77.043612,1,place,,,,,Phelps,NY,"Ontario County",14532,US,"TIGER/Line® dataset from the US Census Bureau"
Shortsville,"New York",42.978834,-77.252696,1,place,,,,,Shortsville,NY,"Ontario County",14548,US,"TIGER/Line® dataset from the US Census Bureau"
Victor,"New York",42.973715,-77.426906,1,place,,,,,Victor,NY,"Ontario County",14564,US,"TIGER/Line® dataset from the US Census Bureau"
Candor,"New York",42.226448,-76.309863,1,place,,,,,Candor,NY,"Tioga County",13743,US,"TIGER/Line® dataset from the US Census Bureau"
"Newark Valley","New York",42.22369,-76.18326,1,place,,,,,"Newark Valley",NY,"Tioga County",13811,US,"TIGER/Line® dataset from the US Census Bureau"
Nichols,"New York",42.030061,-76.354752,1,place,,,,,Nichols,NY,"Tioga County",13812,US,"TIGER/Line® dataset from the US Census Bureau"
Owego,"New York",42.176816,-76.2568,1,place,,,,,Owego,NY,"Tioga County",13827,US,"TIGER/Line® dataset from the US Census Bureau"
Spencer,"New York",42.203102,-76.471165,1,place,,,,,Spencer,NY,"Tioga County",14883,US,"TIGER/Line® dataset from the US Census Bureau"
Waverly,"New York",42.01035,-76.52717,1,place,,,,,Waverly,NY,"Tioga County",14892,US,"TIGER/Line® dataset from the US Census Bureau"
Canton,"New York",44.574484,-75.059713,1,place,,,,,Canton,NY,"St. Lawrence County",13617,US,"TIGER/Line® dataset from the US Census Bureau"
Madrid,"New York",44.75034,-75.13104,1,place,,,,,Madrid,NY,"St. Lawrence County",13660,US,"TIGER/Line® dataset from the US Census Bureau"
Massena,"New York",44.9281,-74.89186,1,place,,,,,Massena,NY,"St. Lawrence County",13662,US,"TIGER/Line® dataset from the US Census Bureau"
Morley,"New York",44.665061,-75.198818,0.8,place,,,,,Morley,NY,"St. Lawrence County",13617,US,"TIGER/Line® dataset from the US Census Bureau"
Morristown,"New York",44.58645,-75.64829,1,place,,,,,Morristown,NY,"St. Lawrence County",13664,US,"TIGER/Line® dataset from the US Census Bureau"
Norfolk,"New York",44.855075,-74.942946,1,place,,,,,Norfolk,NY,"St. Lawrence County",13667,US,"TIGER/Line® dataset from the US Census Bureau"
Norwood,"New York",44.75145,-74.99436,1,place,,,,,Norwood,NY,"St. Lawrence County",13668,US,"TIGER/Line® dataset from the US Census Bureau"
Ogdensburg,"New York",44.69423,-75.48634,1,place,,,,,Ogdensburg,NY,"St. Lawrence County",13669,US,"TIGER/Line® dataset from the US Census Bureau"
Potsdam,"New York",44.65496,-74.926222,1,place,,,,,Potsdam,NY,"St. Lawrence County",13676,US,"TIGER/Line® dataset from the US Census Bureau"
"Rensselaer Falls","New York",44.59201,-75.3191,1,place,,,,,"Rensselaer Falls",NY,"St. Lawrence County",13680,US,"TIGER/Line® dataset from the US Census Bureau"
"Central Bridge","New York",42.730668,-74.357711,1,place,,,,,"Central Bridge",NY,"Schoharie County",12035,US,"TIGER/Line® dataset from the US Census Bureau"
Cobleskill,"New York",42.67785,-74.48542,1,place,,,,,Cobleskill,NY,"Schoharie County",12043,US,"TIGER/Line® dataset from the US Census Bureau"
Gilboa,"New York",42.411096,-74.427506,1,place,,,,,Gilboa,NY,"Schoharie County",12076,US,"TIGER/Line® dataset from the US Census Bureau"
Middleburgh,"New York",42.560533,-74.295505,1,place,,,,,Middleburgh,NY,"Schoharie County",12122,US,"TIGER/Line® dataset from the US Census Bureau"
Schoharie,"New York",42.655569,-74.337322,1,place,,,,,Schoharie,NY,"Schoharie County",12157,US,"TIGER/Line® dataset from the US Census Bureau"
"Sharon Springs","New York",42.787077,-74.584971,1,place,,,,,"Sharon Springs",NY,"Schoharie County",13459,US,"TIGER/Line® dataset from the US Census Bureau"
"Central Valley","New York",41.329224,-74.121764,1,place,,,,,"Central Valley",NY,"Orange County",10917,US,"TIGER/Line® dataset from the US Census Bureau"
Chester,"New York",41.36259,-74.27126,1,place,,,,,Chester,NY,"Orange County",10918,US,"TIGER/Line® dataset from the US Census Bureau"
Cornwall,"New York",41.416157,-74.043064,1,place,,,,,Cornwall,NY,"Orange County",12518,US,"TIGER/Line® dataset from the US Census Bureau"
"Cornwall on the Hudson","New York",42.184313,-73.742997,1,place,,,,,Hudson,NY,"Columbia County",12534,US,"TIGER/Line® dataset from the US Census Bureau"
Florida,"New York",41.319956,-74.36699,1,place,,,,,Florida,NY,"Orange County",10921,US,"TIGER/Line® dataset from the US Census Bureau"
Goshen,"New York",41.40204,-74.32432,1,place,,,,,Goshen,NY,"Orange County",10924,US,"TIGER/Line® dataset from the US Census Bureau"
"Highland Falls","New York",41.36926,-73.96625,1,place,,,,,"Highland Falls",NY,"Orange County",10928,US,"TIGER/Line® dataset from the US Census Bureau"
Maybrook,"New York",41.48398,-74.21765,1,place,,,,,Maybrook,NY,"Orange County",12543,US,"TIGER/Line® dataset from the US Census Bureau"
Middletown,"New York",41.446544,-74.478741,1,place,,,,,Middletown,NY,"Orange County",10940,US,"TIGER/Line® dataset from the US Census Bureau"
Monroe,"New York",41.33065,-74.18681,1,place,,,,,Monroe,NY,"Orange County",10950,US,"TIGER/Line® dataset from the US Census Bureau"
Montgomery,"New York",41.52759,-74.23682,1,place,,,,,Montgomery,NY,"Orange County",12549,US,"TIGER/Line® dataset from the US Census Bureau"
Newburgh,"New York",41.539574,-74.057223,1,place,,,,,Newburgh,NY,"Orange County",12550,US,"TIGER/Line® dataset from the US Census Bureau"
"Pine Bush","New York",41.60935,-74.29663,1,place,,,,,"Pine Bush",NY,"Orange County",12566,US,"TIGER/Line® dataset from the US Census Bureau"
"Port Jervis","New York",41.37509,-74.69266,1,place,,,,,"Port Jervis",NY,"Orange County",12771,US,"TIGER/Line® dataset from the US Census Bureau"
"Tuxedo Park","New York",41.19343,-74.18431,1,place,,,,,"Tuxedo Park",NY,"Orange County",10987,US,"TIGER/Line® dataset from the US Census Bureau"
Unionville,"New York",41.302081,-74.548556,1,place,,,,,Unionville,NY,"Orange County",10988,US,"TIGER/Line® dataset from the US Census Bureau"
Walden,"New York",41.562765,-74.170102,1,place,,,,,Walden,NY,"Orange County",12586,US,"TIGER/Line® dataset from the US Census Bureau"
Warwick,"New York",41.25648,-74.35988,1,place,,,,,Warwick,NY,"Orange County",10990,US,"TIGER/Line® dataset from the US Census Bureau"
Champlain,"New York",44.98643,-73.44653,1,place,,,,,Champlain,NY,"Clinton County",12919,US,"TIGER/Line® dataset from the US Census Bureau"
Dannemora,"New York",44.72143,-73.72375,1,place,,,,,Dannemora,NY,"Clinton County",12929,US,"TIGER/Line® dataset from the US Census Bureau"
Plattsburg,"New York",44.704021,-73.471148,1,place,,,,,Plattsburgh,NY,"Clinton County",12901,US,"TIGER/Line® dataset from the US Census Bureau"
"Rouses Point","New York",44.99393,-73.36486,1,place,,,,,"Rouses Point",NY,"Clinton County",12979,US,"TIGER/Line® dataset from the US Census Bureau"
Chateaugay,"New York",44.932727,-74.068371,1,place,,,,,Chateaugay,NY,"Franklin County",12920,US,"TIGER/Line® dataset from the US Census Bureau"
"Fort Covington","New York",44.955977,-74.48674,1,place,,,,,"Fort Covington",NY,"Franklin County",12937,US,"TIGER/Line® dataset from the US Census Bureau"
Malone,"New York",44.859117,-74.288237,1,place,,,,,Malone,NY,"Franklin County",12953,US,"TIGER/Line® dataset from the US Census Bureau"
