city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Adair,Iowa,41.439109,-94.633805,1,place,,,,,Adair,IA,"Adair County",50002,US,"TIGER/Line® dataset from the US Census Bureau"
Stuart,Iowa,41.573966,-94.339598,1,place,,,,,Stuart,IA,"Guthrie County",50250,US,"TIGER/Line® dataset from the US Census Bureau"
Sumner,Iowa,42.84748,-92.09156,1,place,,,,,Sumner,IA,"Bremer County",50674,US,"TIGER/Line® dataset from the US Census Bureau"
Tripoli,Iowa,42.786204,-92.278632,1,place,,,,,Tripoli,IA,"Bremer County",50676,US,"TIGER/Line® dataset from the US Census Bureau"
Waverly,Iowa,42.774781,-92.403969,1,place,,,,,Waverly,IA,"Bremer County",50677,US,"TIGER/Line® dataset from the US Census Bureau"
Abilene,Kansas,38.9111,-97.195283,1,place,,,,,Abilene,KS,"Dickinson County",67410,US,"TIGER/Line® dataset from the US Census Bureau"
Chapman,Kansas,38.972672,-97.018914,1,place,,,,,Chapman,KS,"Dickinson County",67431,US,"TIGER/Line® dataset from the US Census Bureau"
Enterprise,Kansas,38.889721,-97.09319,1,place,,,,,Enterprise,KS,"Dickinson County",67441,US,"TIGER/Line® dataset from the US Census Bureau"
Herington,Kansas,38.67112,-96.94251,1,place,,,,,Herington,KS,"Dickinson County",67449,US,"TIGER/Line® dataset from the US Census Bureau"
Solomon,Kansas,38.910885,-97.339456,1,place,,,,,Solomon,KS,"Dickinson County",67480,US,"TIGER/Line® dataset from the US Census Bureau"
Alma,Kansas,38.953556,-96.204558,1,place,,,,,Alma,KS,"Wabaunsee County",66401,US,"TIGER/Line® dataset from the US Census Bureau"
"Alta Vista",Kansas,38.864507,-96.488112,1,place,,,,,"Alta Vista",KS,"Wabaunsee County",66834,US,"TIGER/Line® dataset from the US Census Bureau"
Altoona,Kansas,37.525023,-95.661801,1,place,,,,,Altoona,KS,"Wilson County",66710,US,"TIGER/Line® dataset from the US Census Bureau"
Fredonia,Kansas,37.571672,-95.748418,1,place,,,,,Fredonia,KS,"Wilson County",66736,US,"TIGER/Line® dataset from the US Census Bureau"
Neodesha,Kansas,37.41839,-95.68026,1,place,,,,,Neodesha,KS,"Wilson County",66757,US,"TIGER/Line® dataset from the US Census Bureau"
Anthony,Kansas,37.111488,-98.048121,1,place,,,,,Anthony,KS,"Harper County",67003,US,"TIGER/Line® dataset from the US Census Bureau"
Attica,Kansas,37.224885,-98.210087,1,place,,,,,Attica,KS,"Harper County",67009,US,"TIGER/Line® dataset from the US Census Bureau"
Harper,Kansas,37.291318,-98.038455,1,place,,,,,Harper,KS,"Harper County",67058,US,"TIGER/Line® dataset from the US Census Bureau"
"Arkansas City",Kansas,37.06197,-97.03837,1,place,,,,,"Arkansas City",KS,"Cowley County",67005,US,"TIGER/Line® dataset from the US Census Bureau"
Winfield,Kansas,37.232126,-96.996334,1,place,,,,,Winfield,KS,"Cowley County",67156,US,"TIGER/Line® dataset from the US Census Bureau"
Atchison,Kansas,39.535948,-95.225098,1,place,,,,,Atchison,KS,"Atchison County",66002,US,"TIGER/Line® dataset from the US Census Bureau"
Muscotah,Kansas,39.529523,-95.483992,1,place,,,,,Muscotah,KS,"Atchison County",66058,US,"TIGER/Line® dataset from the US Census Bureau"
Augusta,Kansas,37.674347,-96.970128,1,place,,,,,Augusta,KS,"Butler County",67010,US,"TIGER/Line® dataset from the US Census Bureau"
Douglass,Kansas,37.535867,-96.998807,1,place,,,,,Douglass,KS,"Butler County",67039,US,"TIGER/Line® dataset from the US Census Bureau"
"El Dorado",Kansas,37.830491,-96.865969,1,place,,,,,"El Dorado",KS,"Butler County",67042,US,"TIGER/Line® dataset from the US Census Bureau"
Latham,Kansas,37.53613,-96.64197,1,place,,,,,Latham,KS,"Butler County",67072,US,"TIGER/Line® dataset from the US Census Bureau"
Leon,Kansas,37.66475,-96.748795,1,place,,,,,Leon,KS,"Butler County",67074,US,"TIGER/Line® dataset from the US Census Bureau"
Aurora,Kansas,39.45212,-97.529562,1,place,,,,,Aurora,KS,"Cloud County",67417,US,"TIGER/Line® dataset from the US Census Bureau"
Clyde,Kansas,39.59127,-97.398639,1,place,,,,,Clyde,KS,"Cloud County",66938,US,"TIGER/Line® dataset from the US Census Bureau"
Concordia,Kansas,39.551634,-97.656764,1,place,,,,,Concordia,KS,"Cloud County",66901,US,"TIGER/Line® dataset from the US Census Bureau"
Axtell,Kansas,39.885826,-96.295457,1,place,,,,,Axtell,KS,"Marshall County",66403,US,"TIGER/Line® dataset from the US Census Bureau"
Beattie,Kansas,39.906945,-96.416779,1,place,,,,,Beattie,KS,"Marshall County",66406,US,"TIGER/Line® dataset from the US Census Bureau"
"Blue Rapids",Kansas,39.68194,-96.65974,1,place,,,,,"Blue Rapids",KS,"Marshall County",66411,US,"TIGER/Line® dataset from the US Census Bureau"
Frankfort,Kansas,39.733313,-96.522272,1,place,,,,,Frankfort,KS,"Marshall County",66427,US,"TIGER/Line® dataset from the US Census Bureau"
Irving,Kansas,0,0,0,,,,,,,,,,,
Marysville,Kansas,39.863544,-96.617219,1,place,,,,,Marysville,KS,"Marshall County",66508,US,"TIGER/Line® dataset from the US Census Bureau"
Oketo,Kansas,39.964838,-96.551054,1,place,,,,,Oketo,KS,"Marshall County",66518,US,"TIGER/Line® dataset from the US Census Bureau"
Summerfield,Kansas,39.99722,-96.35029,1,place,,,,,Summerfield,KS,"Marshall County",66541,US,"TIGER/Line® dataset from the US Census Bureau"
Waterville,Kansas,39.69111,-96.74752,1,place,,,,,Waterville,KS,"Marshall County",66548,US,"TIGER/Line® dataset from the US Census Bureau"
"Baldwin City",Kansas,38.821502,-95.223906,1,place,,,,,"Baldwin City",KS,"Douglas County",66006,US,"TIGER/Line® dataset from the US Census Bureau"
Eudora,Kansas,38.879142,-95.125903,1,place,,,,,Eudora,KS,"Douglas County",66025,US,"TIGER/Line® dataset from the US Census Bureau"
Lawrence,Kansas,39.023294,-95.208909,1,place,,,,,Lawrence,KS,"Douglas County",66044,US,"TIGER/Line® dataset from the US Census Bureau"
"Baxter Springs",Kansas,37.02451,-94.73745,1,place,,,,,"Baxter Springs",KS,"Cherokee County",66713,US,"TIGER/Line® dataset from the US Census Bureau"
Columbus,Kansas,37.169887,-94.889857,1,place,,,,,Columbus,KS,"Cherokee County",66725,US,"TIGER/Line® dataset from the US Census Bureau"
Galena,Kansas,37.0759,-94.63967,1,place,,,,,Galena,KS,"Cherokee County",66739,US,"TIGER/Line® dataset from the US Census Bureau"
Scammon,Kansas,37.280945,-94.809198,1,place,,,,,Scammon,KS,"Cherokee County",66773,US,"TIGER/Line® dataset from the US Census Bureau"
Treece,Kansas,37.0009,-94.84328,1,place,,,,,Treece,KS,"Cherokee County",66778,US,"TIGER/Line® dataset from the US Census Bureau"
Weir,Kansas,37.31005,-94.7719,1,place,,,,,Weir,KS,"Cherokee County",66781,US,"TIGER/Line® dataset from the US Census Bureau"
"West Mineral",Kansas,37.285147,-94.926124,1,place,,,,,"West Mineral",KS,"Cherokee County",66782,US,"TIGER/Line® dataset from the US Census Bureau"
"Belle Plaine",Kansas,37.359755,-97.287694,1,place,,,,,"Belle Plaine",KS,"Sumner County",67013,US,"TIGER/Line® dataset from the US Census Bureau"
Caldwell,Kansas,37.133257,-97.601664,1,place,,,,,Caldwell,KS,"Sumner County",67022,US,"TIGER/Line® dataset from the US Census Bureau"
"Conway Springs",Kansas,37.394301,-97.658248,1,place,,,,,"Conway Springs",KS,"Sumner County",67031,US,"TIGER/Line® dataset from the US Census Bureau"
"South Haven",Kansas,37.136607,-97.329247,1,place,,,,,"South Haven",KS,"Sumner County",67140,US,"TIGER/Line® dataset from the US Census Bureau"
Wellington,Kansas,37.280877,-97.42223,1,place,,,,,Wellington,KS,"Sumner County",67152,US,"TIGER/Line® dataset from the US Census Bureau"
Belleville,Kansas,39.836218,-97.601461,1,place,,,,,Belleville,KS,"Republic County",66935,US,"TIGER/Line® dataset from the US Census Bureau"
Courtland,Kansas,39.7814,-97.89282,1,place,,,,,Courtland,KS,"Republic County",66939,US,"TIGER/Line® dataset from the US Census Bureau"
Republic,Kansas,39.92362,-97.82171,1,place,,,,,Republic,KS,"Republic County",66964,US,"TIGER/Line® dataset from the US Census Bureau"
Scandia,Kansas,39.794591,-97.783734,1,place,,,,,Scandia,KS,"Republic County",66966,US,"TIGER/Line® dataset from the US Census Bureau"
Beloit,Kansas,39.441631,-98.119189,1,place,,,,,Beloit,KS,"Mitchell County",67420,US,"TIGER/Line® dataset from the US Census Bureau"
"Cawker City",Kansas,39.51251,-98.43367,1,place,,,,,"Cawker City",KS,"Mitchell County",67430,US,"TIGER/Line® dataset from the US Census Bureau"
Bennington,Kansas,39.019928,-97.622108,1,place,,,,,Bennington,KS,"Ottawa County",67422,US,"TIGER/Line® dataset from the US Census Bureau"
Minneapolis,Kansas,39.141097,-97.650674,1,place,,,,,Minneapolis,KS,"Ottawa County",67467,US,"TIGER/Line® dataset from the US Census Bureau"
Burlingame,Kansas,38.73799,-95.815754,1,place,,,,,Burlingame,KS,"Osage County",66413,US,"TIGER/Line® dataset from the US Census Bureau"
Carbondale,Kansas,38.811675,-95.706138,1,place,,,,,Carbondale,KS,"Osage County",66414,US,"TIGER/Line® dataset from the US Census Bureau"
Lyndon,Kansas,38.622848,-95.656131,1,place,,,,,Lyndon,KS,"Osage County",66451,US,"TIGER/Line® dataset from the US Census Bureau"
"Osage City",Kansas,38.629558,-95.737112,1,place,,,,,"Osage City",KS,"Osage County",66523,US,"TIGER/Line® dataset from the US Census Bureau"
Overbrook,Kansas,38.724549,-95.574894,1,place,,,,,Overbrook,KS,"Osage County",66524,US,"TIGER/Line® dataset from the US Census Bureau"
Quenemo,Kansas,38.634939,-95.55521,1,place,,,,,Quenemo,KS,"Osage County",66528,US,"TIGER/Line® dataset from the US Census Bureau"
Scranton,Kansas,38.74633,-95.675159,1,place,,,,,Scranton,KS,"Osage County",66537,US,"TIGER/Line® dataset from the US Census Bureau"
Burlington,Kansas,38.236316,-95.733598,1,place,,,,,Burlington,KS,"Coffey County",66839,US,"TIGER/Line® dataset from the US Census Bureau"
Waverly,Kansas,38.346908,-95.628088,1,place,,,,,Waverly,KS,"Coffey County",66871,US,"TIGER/Line® dataset from the US Census Bureau"
"Burr Oak",Kansas,39.86612,-98.30505,1,place,,,,,"Burr Oak",KS,"Jewell County",66936,US,"TIGER/Line® dataset from the US Census Bureau"
Jewell,Kansas,39.671874,-98.147215,1,place,,,,,Jewell,KS,"Jewell County",66949,US,"TIGER/Line® dataset from the US Census Bureau"
Mankato,Kansas,39.787529,-98.20595,1,place,,,,,Mankato,KS,"Jewell County",66956,US,"TIGER/Line® dataset from the US Census Bureau"
Newton,Kansas,38.044857,-97.317279,1,place,,,,,Newton,KS,"Harvey County",67114,US,"TIGER/Line® dataset from the US Census Bureau"
Burrton,Kansas,38.0239,-97.66977,1,place,,,,,Burrton,KS,"Harvey County",67020,US,"TIGER/Line® dataset from the US Census Bureau"
Halstead,Kansas,38.02428,-97.509713,1,place,,,,,Halstead,KS,"Harvey County",67056,US,"TIGER/Line® dataset from the US Census Bureau"
Sedgwick,Kansas,37.91668,-97.42254,1,place,,,,,Sedgwick,KS,"Harvey County",67135,US,"TIGER/Line® dataset from the US Census Bureau"
Caney,Kansas,37.048046,-95.884949,1,place,,,,,Caney,KS,"Montgomery County",67333,US,"TIGER/Line® dataset from the US Census Bureau"
Cherryvale,Kansas,37.27034,-95.55248,1,place,,,,,Cherryvale,KS,"Montgomery County",67335,US,"TIGER/Line® dataset from the US Census Bureau"
Coffeyville,Kansas,37.0373,-95.61637,1,place,,,,,Coffeyville,KS,"Montgomery County",67337,US,"TIGER/Line® dataset from the US Census Bureau"
"Elk City",Kansas,37.288869,-95.908001,1,place,,,,,"Elk City",KS,"Montgomery County",67344,US,"TIGER/Line® dataset from the US Census Bureau"
Independence,Kansas,37.180636,-95.756197,1,place,,,,,Independence,KS,"Montgomery County",67301,US,"TIGER/Line® dataset from the US Census Bureau"
Liberty,Kansas,37.15563,-95.5947,1,place,,,,,Liberty,KS,"Montgomery County",67351,US,"TIGER/Line® dataset from the US Census Bureau"
Canton,Kansas,38.392631,-97.426953,1,place,,,,,Canton,KS,"McPherson County",67428,US,"TIGER/Line® dataset from the US Census Bureau"
Lindsborg,Kansas,38.497407,-97.628859,1,place,,,,,Lindsborg,KS,"McPherson County",67456,US,"TIGER/Line® dataset from the US Census Bureau"
Mcpherson,Kansas,38.376302,-97.670184,1,place,,,,,McPherson,KS,"McPherson County",67460,US,"TIGER/Line® dataset from the US Census Bureau"
"Cedar Vale",Kansas,37.130234,-96.444127,1,place,,,,,"Cedar Vale",KS,"Chautauqua County",67024,US,"TIGER/Line® dataset from the US Census Bureau"
Peru,Kansas,37.048401,-96.07768,1,place,,,,,Peru,KS,"Chautauqua County",67360,US,"TIGER/Line® dataset from the US Census Bureau"
Sedan,Kansas,37.134351,-96.219212,1,place,,,,,Sedan,KS,"Chautauqua County",67361,US,"TIGER/Line® dataset from the US Census Bureau"
"Osage Mission",Kansas,39.027783,-94.655791,0.9,place,,,,,Mission,KS,"Johnson County",66202,US,"TIGER/Line® dataset from the US Census Bureau"
Chanute,Kansas,37.609218,-95.416422,1,place,,,,,Chanute,KS,"Neosho County",66720,US,"TIGER/Line® dataset from the US Census Bureau"
Erie,Kansas,37.580055,-95.29892,1,place,,,,,Erie,KS,"Neosho County",66733,US,"TIGER/Line® dataset from the US Census Bureau"
"Saint Paul",Kansas,37.545144,-95.183687,1,place,,,,,"Saint Paul",KS,"Neosho County",66771,US,"TIGER/Line® dataset from the US Census Bureau"
Thayer,Kansas,37.480322,-95.452585,1,place,,,,,Thayer,KS,"Neosho County",66776,US,"TIGER/Line® dataset from the US Census Bureau"
Cheney,Kansas,37.633711,-97.73513,1,place,,,,,Cheney,KS,"Sedgwick County",67025,US,"TIGER/Line® dataset from the US Census Bureau"
Wichita,Kansas,37.651974,-97.258997,1,place,,,,,Wichita,KS,"Sedgwick County",67201,US,"TIGER/Line® dataset from the US Census Bureau"
Cherokee,Kansas,37.368216,-94.832276,1,place,,,,,Cherokee,KS,"Crawford County",66724,US,"TIGER/Line® dataset from the US Census Bureau"
Girard,Kansas,37.471611,-94.881385,1,place,,,,,Girard,KS,"Crawford County",66743,US,"TIGER/Line® dataset from the US Census Bureau"
Mulberry,Kansas,37.54259,-94.661105,1,place,,,,,Mulberry,KS,"Crawford County",66756,US,"TIGER/Line® dataset from the US Census Bureau"
Pittsburg,Kansas,37.41088,-94.70496,1,place,,,,,Pittsburg,KS,"Crawford County",66762,US,"TIGER/Line® dataset from the US Census Bureau"
Walnut,Kansas,37.60144,-95.07803,1,place,,,,,Walnut,KS,"Crawford County",66780,US,"TIGER/Line® dataset from the US Census Bureau"
Chetopa,Kansas,37.03729,-95.08996,1,place,,,,,Chetopa,KS,"Labette County",67336,US,"TIGER/Line® dataset from the US Census Bureau"
Edna,Kansas,37.071835,-95.347225,1,place,,,,,Edna,KS,"Labette County",67342,US,"TIGER/Line® dataset from the US Census Bureau"
Oswego,Kansas,37.16757,-95.10996,1,place,,,,,Oswego,KS,"Labette County",67356,US,"TIGER/Line® dataset from the US Census Bureau"
Parsons,Kansas,37.34034,-95.26108,1,place,,,,,Parsons,KS,"Labette County",67357,US,"TIGER/Line® dataset from the US Census Bureau"
Cimarron,Kansas,37.803608,-100.338634,1,place,,,,,Cimarron,KS,"Gray County",67835,US,"TIGER/Line® dataset from the US Census Bureau"
"Clay Center",Kansas,39.349452,-97.164849,1,place,,,,,"Clay Center",KS,"Clay County",67432,US,"TIGER/Line® dataset from the US Census Bureau"
Clifton,Kansas,39.56722,-97.27864,1,place,,,,,Clifton,KS,"Washington County",66937,US,"TIGER/Line® dataset from the US Census Bureau"
Colby,Kansas,39.40152,-100.973696,1,place,,,,,Colby,KS,"Thomas County",67701,US,"TIGER/Line® dataset from the US Census Bureau"
Coldwater,Kansas,37.25486,-99.322574,1,place,,,,,Coldwater,KS,"Comanche County",67029,US,"TIGER/Line® dataset from the US Census Bureau"
Colony,Kansas,38.07086,-95.36554,1,place,,,,,Colony,KS,"Anderson County",66015,US,"TIGER/Line® dataset from the US Census Bureau"
Garnett,Kansas,38.232767,-95.286458,1,place,,,,,Garnett,KS,"Anderson County",66032,US,"TIGER/Line® dataset from the US Census Bureau"
"Cottonwood Falls",Kansas,38.37674,-96.54945,1,place,,,,,"Cottonwood Falls",KS,"Chase County",66845,US,"TIGER/Line® dataset from the US Census Bureau"
"Strong City",Kansas,38.390683,-96.538737,1,place,,,,,"Strong City",KS,"Chase County",66869,US,"TIGER/Line® dataset from the US Census Bureau"
"Council Grove",Kansas,38.69588,-96.5469,1,place,,,,,"Council Grove",KS,"Morris County",66846,US,"TIGER/Line® dataset from the US Census Bureau"
"Dodge City",Kansas,37.690531,-99.902421,1,place,,,,,"Dodge City",KS,"Ford County",67801,US,"TIGER/Line® dataset from the US Census Bureau"
Downs,Kansas,39.449456,-98.581432,1,place,,,,,Downs,KS,"Osborne County",67437,US,"TIGER/Line® dataset from the US Census Bureau"
Osborne,Kansas,39.385738,-98.795417,1,place,,,,,Osborne,KS,"Osborne County",67473,US,"TIGER/Line® dataset from the US Census Bureau"
"Elk Falls",Kansas,37.36726,-96.1886,1,place,,,,,"Elk Falls",KS,"Elk County",67345,US,"TIGER/Line® dataset from the US Census Bureau"
Grenola,Kansas,37.406927,-96.384362,1,place,,,,,Grenola,KS,"Elk County",67346,US,"TIGER/Line® dataset from the US Census Bureau"
Howard,Kansas,37.419933,-96.278611,1,place,,,,,Howard,KS,"Elk County",67349,US,"TIGER/Line® dataset from the US Census Bureau"
