city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Trinity,Texas,30.910161,-95.312168,1,place,,,,,Trinity,TX,"Trinity County",75862,US,"TIGER/Line® dataset from the US Census Bureau"
Hallettsville,Texas,29.418431,-96.93942,1,place,,,,,Hallettsville,TX,"Lavaca County",77964,US,"TIGER/Line® dataset from the US Census Bureau"
Shiner,Texas,29.42254,-97.153946,1,place,,,,,Shiner,TX,"Lavaca County",77984,US,"TIGER/Line® dataset from the US Census Bureau"
Haskell,Texas,33.207016,-99.717417,1,place,,,,,Haskell,TX,"Haskell County",79521,US,"TIGER/Line® dataset from the US Census Bureau"
Rule,Texas,33.181,-99.854024,1,place,,,,,Rule,TX,"Haskell County",79547,US,"TIGER/Line® dataset from the US Census Bureau"
Hebbronville,Texas,27.07069,-98.692717,1,place,,,,,Hebbronville,TX,"Jim Hogg County",78361,US,"TIGER/Line® dataset from the US Census Bureau"
Hempstead,Texas,30.09744,-96.07829,1,place,,,,,Hempstead,TX,"Waller County",77445,US,"TIGER/Line® dataset from the US Census Bureau"
Henderson,Texas,32.213061,-94.783436,1,place,,,,,Henderson,TX,"Rusk County",75652,US,"TIGER/Line® dataset from the US Census Bureau"
Overton,Texas,32.2746,-94.97855,1,place,,,,,Overton,TX,"Rusk County",75684,US,"TIGER/Line® dataset from the US Census Bureau"
Henrietta,Texas,33.906101,-98.201732,1,place,,,,,Henrietta,TX,"Clay County",76365,US,"TIGER/Line® dataset from the US Census Bureau"
Hereford,Texas,34.966095,-102.31309,1,place,,,,,Hereford,TX,"Deaf Smith County",79045,US,"TIGER/Line® dataset from the US Census Bureau"
Hico,Texas,31.939212,-98.032562,1,place,,,,,Hico,TX,"Hamilton County",76457,US,"TIGER/Line® dataset from the US Census Bureau"
Hillsboro,Texas,31.937903,-97.057661,1,place,,,,,Hillsboro,TX,"Hill County",76645,US,"TIGER/Line® dataset from the US Census Bureau"
Hubbard,Texas,31.84849,-96.79722,1,place,,,,,Hubbard,TX,"Hill County",76648,US,"TIGER/Line® dataset from the US Census Bureau"
Itasca,Texas,32.176705,-97.20549,1,place,,,,,Itasca,TX,"Hill County",76055,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Calm",Texas,31.755973,-96.882676,1,place,,,,,"Mount Calm",TX,"Hill County",76673,US,"TIGER/Line® dataset from the US Census Bureau"
Whitney,Texas,31.971321,-97.346289,1,place,,,,,Whitney,TX,"Hill County",76692,US,"TIGER/Line® dataset from the US Census Bureau"
Huntsville,Texas,30.846986,-95.597029,1,place,,,,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
Jacksboro,Texas,33.246805,-98.264241,1,place,,,,,Jacksboro,TX,"Jack County",76458,US,"TIGER/Line® dataset from the US Census Bureau"
Jacksonville,Texas,31.96378,-95.2705,1,place,,,,,Jacksonville,TX,"Cherokee County",75766,US,"TIGER/Line® dataset from the US Census Bureau"
Jefferson,Texas,32.805853,-94.365546,1,place,,,,,Jefferson,TX,"Marion County",75657,US,"TIGER/Line® dataset from the US Census Bureau"
Junction,Texas,30.49687,-99.776055,1,place,,,,,Junction,TX,"Kimble County",76849,US,"TIGER/Line® dataset from the US Census Bureau"
"Karnes City",Texas,28.922377,-97.937085,1,place,,,,,"Karnes City",TX,"Karnes County",78118,US,"TIGER/Line® dataset from the US Census Bureau"
Kenedy,Texas,28.81915,-97.84861,1,place,,,,,Kenedy,TX,"Karnes County",78119,US,"TIGER/Line® dataset from the US Census Bureau"
Runge,Texas,28.88331,-97.71305,1,place,,,,,Runge,TX,"Karnes County",78151,US,"TIGER/Line® dataset from the US Census Bureau"
Kermit,Texas,31.808357,-103.1135,1,place,,,,,Kermit,TX,"Winkler County",79745,US,"TIGER/Line® dataset from the US Census Bureau"
Kerrville,Texas,29.988525,-99.155469,1,place,,,,,Kerrville,TX,"Kerr County",78028,US,"TIGER/Line® dataset from the US Census Bureau"
Kingsville,Texas,27.422876,-97.84068,1,place,,,,,Kingsville,TX,"Kleberg County",78363,US,"TIGER/Line® dataset from the US Census Bureau"
Kyle,Texas,29.996599,-97.83354,1,place,,,,,Kyle,TX,"Hays County",78640,US,"TIGER/Line® dataset from the US Census Bureau"
"San Marcos",Texas,29.972907,-97.997166,1,place,,,,,"San Marcos",TX,"Hays County",78666,US,"TIGER/Line® dataset from the US Census Bureau"
Lamesa,Texas,32.715593,-101.937544,1,place,,,,,Lamesa,TX,"Dawson County",79331,US,"TIGER/Line® dataset from the US Census Bureau"
Lampasas,Texas,31.183225,-98.236306,1,place,,,,,Lampasas,TX,"Lampasas County",76550,US,"TIGER/Line® dataset from the US Census Bureau"
Laredo,Texas,27.515879,-99.494078,1,place,,,,,Laredo,TX,"Webb County",78040,US,"TIGER/Line® dataset from the US Census Bureau"
Levelland,Texas,33.606901,-102.345939,1,place,,,,,Levelland,TX,"Hockley County",79336,US,"TIGER/Line® dataset from the US Census Bureau"
Littlefield,Texas,33.91731,-102.3249,1,place,,,,,Littlefield,TX,"Lamb County",79339,US,"TIGER/Line® dataset from the US Census Bureau"
Livingston,Texas,30.682947,-94.897605,1,place,,,,,Livingston,TX,"Polk County",77351,US,"TIGER/Line® dataset from the US Census Bureau"
Llano,Texas,30.71514,-98.610863,1,place,,,,,Llano,TX,"Llano County",78643,US,"TIGER/Line® dataset from the US Census Bureau"
Lockhart,Texas,29.875405,-97.630472,1,place,,,,,Lockhart,TX,"Caldwell County",78644,US,"TIGER/Line® dataset from the US Census Bureau"
Luling,Texas,29.709928,-97.638005,1,place,,,,,Luling,TX,"Caldwell County",78648,US,"TIGER/Line® dataset from the US Census Bureau"
Lubbock,Texas,33.588771,-101.850445,1,place,,,,,Lubbock,TX,"Lubbock County",79401,US,"TIGER/Line® dataset from the US Census Bureau"
Slaton,Texas,33.43731,-101.64349,1,place,,,,,Slaton,TX,"Lubbock County",79364,US,"TIGER/Line® dataset from the US Census Bureau"
Lufkin,Texas,31.301706,-94.641414,1,place,,,,,Lufkin,TX,"Angelina County",75901,US,"TIGER/Line® dataset from the US Census Bureau"
McCamey,Texas,31.16157,-102.107279,1,place,,,,,"Mc Camey",TX,"Upton County",79752,US,"TIGER/Line® dataset from the US Census Bureau"
McGregor,Texas,31.44406,-97.40918,1,place,,,,,"Mc Gregor",TX,"McLennan County",76657,US,"TIGER/Line® dataset from the US Census Bureau"
Mart,Texas,31.554423,-96.871366,1,place,,,,,Mart,TX,"McLennan County",76664,US,"TIGER/Line® dataset from the US Census Bureau"
Moody,Texas,31.335232,-97.336265,1,place,,,,,Moody,TX,"McLennan County",76557,US,"TIGER/Line® dataset from the US Census Bureau"
Waco,Texas,31.552011,-97.1382,1,place,,,,,Waco,TX,"McLennan County",76701,US,"TIGER/Line® dataset from the US Census Bureau"
Waco,Texas,31.552011,-97.1382,1,place,,,,,Waco,TX,"McLennan County",76701,US,"TIGER/Line® dataset from the US Census Bureau"
West,Texas,31.759903,-97.102936,1,place,,,,,West,TX,"McLennan County",76691,US,"TIGER/Line® dataset from the US Census Bureau"
McLean,Texas,35.231235,-100.60084,1,place,,,,,McLean,TX,"Gray County",79057,US,"TIGER/Line® dataset from the US Census Bureau"
Madisonville,Texas,30.970828,-95.890751,1,place,,,,,Madisonville,TX,"Madison County",77864,US,"TIGER/Line® dataset from the US Census Bureau"
Marlin,Texas,31.249621,-96.885602,1,place,,,,,Marlin,TX,"Falls County",76661,US,"TIGER/Line® dataset from the US Census Bureau"
Rosebud,Texas,31.103376,-96.998652,1,place,,,,,Rosebud,TX,"Falls County",76570,US,"TIGER/Line® dataset from the US Census Bureau"
Marshall,Texas,32.538112,-94.406228,1,place,,,,,Marshall,TX,"Harrison County",75670,US,"TIGER/Line® dataset from the US Census Bureau"
Mason,Texas,30.752875,-99.142096,1,place,,,,,Mason,TX,"Mason County",76856,US,"TIGER/Line® dataset from the US Census Bureau"
Memphis,Texas,34.730964,-100.539782,1,place,,,,,Memphis,TX,"Hall County",79245,US,"TIGER/Line® dataset from the US Census Bureau"
Menard,Texas,30.918307,-99.78049,1,place,,,,,Menard,TX,"Menard County",76859,US,"TIGER/Line® dataset from the US Census Bureau"
Miami,Texas,35.71814,-100.676817,1,place,,,,,Miami,TX,"Roberts County",79059,US,"TIGER/Line® dataset from the US Census Bureau"
Midland,Texas,31.992384,-102.081464,1,place,,,,,Midland,TX,"Midland County",79701,US,"TIGER/Line® dataset from the US Census Bureau"
Mineola,Texas,32.713422,-95.485939,1,place,,,,,Mineola,TX,"Wood County",75773,US,"TIGER/Line® dataset from the US Census Bureau"
Winnsboro,Texas,32.944701,-95.306215,1,place,,,,,Winnsboro,TX,"Wood County",75494,US,"TIGER/Line® dataset from the US Census Bureau"
"Mineral Wells",Texas,32.799602,-98.126806,1,place,,,,,"Mineral Wells",TX,"Palo Pinto County",76067,US,"TIGER/Line® dataset from the US Census Bureau"
Strawn,Texas,32.693772,-98.509939,1,place,,,,,Strawn,TX,"Palo Pinto County",76475,US,"TIGER/Line® dataset from the US Census Bureau"
Monahans,Texas,31.5943,-102.89265,1,place,,,,,Monahans,TX,"Ward County",79756,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Pleasant",Texas,33.22101,-94.984645,1,place,,,,,"Mount Pleasant",TX,"Titus County",75455,US,"TIGER/Line® dataset from the US Census Bureau"
Nacogdoches,Texas,31.558383,-94.504452,1,place,,,,,Nacogdoches,TX,"Nacogdoches County",75961,US,"TIGER/Line® dataset from the US Census Bureau"
Navasota,Texas,30.383369,-96.008619,1,place,,,,,Navasota,TX,"Grimes County",77868,US,"TIGER/Line® dataset from the US Census Bureau"
"New Boston",Texas,33.45984,-94.41548,1,place,,,,,"New Boston",TX,"Bowie County",75570,US,"TIGER/Line® dataset from the US Census Bureau"
Texarkana,Texas,33.411321,-94.177354,1,place,,,,,Texarkana,TX,"Bowie County",75501,US,"TIGER/Line® dataset from the US Census Bureau"
"New Braunfels",Texas,29.696878,-98.070726,1,place,,,,,"New Braunfels",TX,"Comal County",78130,US,"TIGER/Line® dataset from the US Census Bureau"
Normangee,Texas,31.02963,-96.11468,1,place,,,,,Normangee,TX,"Leon County",77871,US,"TIGER/Line® dataset from the US Census Bureau"
Oakwood,Texas,31.478777,-95.866174,1,place,,,,,Oakwood,TX,"Leon County",75855,US,"TIGER/Line® dataset from the US Census Bureau"
Odessa,Texas,31.765163,-102.354346,1,place,,,,,Odessa,TX,"Ector County",79760,US,"TIGER/Line® dataset from the US Census Bureau"
O'Donnell,Texas,32.977027,-101.937148,1,place,,,,,O'donnell,TX,"Lynn County",79351,US,"TIGER/Line® dataset from the US Census Bureau"
Orange,Texas,30.071743,-93.864976,1,place,,,,,Orange,TX,"Orange County",77630,US,"TIGER/Line® dataset from the US Census Bureau"
Ozona,Texas,30.798496,-101.498604,1,place,,,,,Ozona,TX,"Crockett County",76943,US,"TIGER/Line® dataset from the US Census Bureau"
Paducah,Texas,34.02174,-100.298633,1,place,,,,,Paducah,TX,"Cottle County",79248,US,"TIGER/Line® dataset from the US Census Bureau"
Paris,Texas,33.655162,-95.605194,1,place,,,,,Paris,TX,"Lamar County",75460,US,"TIGER/Line® dataset from the US Census Bureau"
Pearsall,Texas,28.867782,-99.108227,1,place,,,,,Pearsall,TX,"Frio County",78061,US,"TIGER/Line® dataset from the US Census Bureau"
Pecos,Texas,31.446678,-103.57906,1,place,,,,,Pecos,TX,"Reeves County",79772,US,"TIGER/Line® dataset from the US Census Bureau"
Toyah,Texas,31.31486,-103.79324,1,place,,,,,Toyah,TX,"Reeves County",79785,US,"TIGER/Line® dataset from the US Census Bureau"
Pittsburg,Texas,32.998041,-94.952278,1,place,,,,,Pittsburg,TX,"Camp County",75686,US,"TIGER/Line® dataset from the US Census Bureau"
Post,Texas,33.180889,-101.298072,1,place,,,,,Post,TX,"Garza County",79356,US,"TIGER/Line® dataset from the US Census Bureau"
Quitaque,Texas,34.380648,-101.087775,1,place,,,,,Quitaque,TX,"Briscoe County",79255,US,"TIGER/Line® dataset from the US Census Bureau"
Raymondville,Texas,26.48146,-97.78305,1,place,,,,,Raymondville,TX,"Willacy County",78580,US,"TIGER/Line® dataset from the US Census Bureau"
Refugio,Texas,28.281826,-97.297783,1,place,,,,,Refugio,TX,"Refugio County",78377,US,"TIGER/Line® dataset from the US Census Bureau"
Richmond,Texas,29.64609,-95.794526,1,place,,,,,Richmond,TX,"Fort Bend County",77406,US,"TIGER/Line® dataset from the US Census Bureau"
Rosenberg,Texas,29.555889,-95.858475,1,place,,,,,Rosenberg,TX,"Fort Bend County",77471,US,"TIGER/Line® dataset from the US Census Bureau"
Sugarland,Texas,29.620312,-95.605693,1,place,,,,,"Sugar Land",TX,"Fort Bend County",77478,US,"TIGER/Line® dataset from the US Census Bureau"
"Rio Grande City",Texas,26.499887,-98.752428,1,place,,,,,"Rio Grande City",TX,"Starr County",78582,US,"TIGER/Line® dataset from the US Census Bureau"
Roma,Texas,26.584581,-99.004493,1,place,,,,,Roma,TX,"Starr County",78584,US,"TIGER/Line® dataset from the US Census Bureau"
Roby,Texas,32.749277,-100.338798,1,place,,,,,Roby,TX,"Fisher County",79543,US,"TIGER/Line® dataset from the US Census Bureau"
Rotan,Texas,32.837949,-100.489193,1,place,,,,,Rotan,TX,"Fisher County",79546,US,"TIGER/Line® dataset from the US Census Bureau"
Rockport,Texas,28.013108,-97.09364,1,place,,,,,Rockport,TX,"Aransas County",78381,US,"TIGER/Line® dataset from the US Census Bureau"
Rocksprings,Texas,30.017074,-100.212863,1,place,,,,,Rocksprings,TX,"Edwards County",78880,US,"TIGER/Line® dataset from the US Census Bureau"
"Royse City",Texas,32.919754,-96.35631,1,place,,,,,"Royse City",TX,"Rockwall County",75189,US,"TIGER/Line® dataset from the US Census Bureau"
Rockwall,Texas,32.886,-96.409502,1,place,,,,,Rockwall,TX,"Rockwall County",75032,US,"TIGER/Line® dataset from the US Census Bureau"
Roscoe,Texas,32.384442,-100.572217,1,place,,,,,Roscoe,TX,"Nolan County",79545,US,"TIGER/Line® dataset from the US Census Bureau"
Sweetwater,Texas,32.47095,-100.40594,1,place,,,,,Sweetwater,TX,"Nolan County",79556,US,"TIGER/Line® dataset from the US Census Bureau"
"San Angelo",Texas,31.44451,-100.533397,1,place,,,,,"San Angelo",TX,"Tom Green County",76901,US,"TIGER/Line® dataset from the US Census Bureau"
"San Antonio",Texas,29.468413,-98.528889,1,place,,,,,"San Antonio",TX,"Bexar County",78201,US,"TIGER/Line® dataset from the US Census Bureau"
"San Augustine",Texas,31.548122,-94.111751,1,place,,,,,"San Augustine",TX,"San Augustine County",75972,US,"TIGER/Line® dataset from the US Census Bureau"
"San Diego",Texas,27.76391,-98.2389,1,place,,,,,"San Diego",TX,"Duval County",78384,US,"TIGER/Line® dataset from the US Census Bureau"
"San Saba",Texas,31.212412,-98.723024,1,place,,,,,"San Saba",TX,"San Saba County",76877,US,"TIGER/Line® dataset from the US Census Bureau"
Seagraves,Texas,32.94248,-102.588484,1,place,,,,,Seagraves,TX,"Gaines County",79359,US,"TIGER/Line® dataset from the US Census Bureau"
Seminole,Texas,32.671912,-102.805355,1,place,,,,,Seminole,TX,"Gaines County",79360,US,"TIGER/Line® dataset from the US Census Bureau"
Seguin,Texas,29.578734,-97.951829,1,place,,,,,Seguin,TX,"Guadalupe County",78155,US,"TIGER/Line® dataset from the US Census Bureau"
Seymour,Texas,33.620131,-99.263681,1,place,,,,,Seymour,TX,"Baylor County",76380,US,"TIGER/Line® dataset from the US Census Bureau"
Shamrock,Texas,35.20898,-100.242918,1,place,,,,,Shamrock,TX,"Wheeler County",79079,US,"TIGER/Line® dataset from the US Census Bureau"
Silsbee,Texas,30.3491,-94.17796,1,place,,,,,Silsbee,TX,"Hardin County",77656,US,"TIGER/Line® dataset from the US Census Bureau"
Snyder,Texas,32.745073,-100.917479,1,place,,,,,Snyder,TX,"Scurry County",79549,US,"TIGER/Line® dataset from the US Census Bureau"
Sonora,Texas,30.579386,-100.671422,1,place,,,,,Sonora,TX,"Sutton County",76950,US,"TIGER/Line® dataset from the US Census Bureau"
Stanton,Texas,32.200014,-101.823066,1,place,,,,,Stanton,TX,"Martin County",79782,US,"TIGER/Line® dataset from the US Census Bureau"
"Sterling City",Texas,31.882997,-101.030277,1,place,,,,,"Sterling City",TX,"Sterling County",76951,US,"TIGER/Line® dataset from the US Census Bureau"
"Sulphur Springs",Texas,33.126435,-95.600838,1,place,,,,,"Sulphur Springs",TX,"Hopkins County",75482,US,"TIGER/Line® dataset from the US Census Bureau"
Tahoka,Texas,33.178077,-101.816443,1,place,,,,,Tahoka,TX,"Lynn County",79373,US,"TIGER/Line® dataset from the US Census Bureau"
Texhoma,Texas,36.498082,-101.782942,0.8,place,,,,,Texhoma,TX,"Sherman County",73949,US,"TIGER/Line® dataset from the US Census Bureau"
Tulia,Texas,34.558293,-101.803862,1,place,,,,,Tulia,TX,"Swisher County",79088,US,"TIGER/Line® dataset from the US Census Bureau"
Uvalde,Texas,29.240446,-99.727018,1,place,,,,,Uvalde,TX,"Uvalde County",78801,US,"TIGER/Line® dataset from the US Census Bureau"
"Van Horn",Texas,31.03912,-104.824473,1,place,,,,,"Van Horn",TX,"Culberson County",79855,US,"TIGER/Line® dataset from the US Census Bureau"
Vernon,Texas,34.155524,-99.284002,1,place,,,,,Vernon,TX,"Wilbarger County",76384,US,"TIGER/Line® dataset from the US Census Bureau"
Victoria,Texas,28.804947,-96.984711,1,place,,,,,Victoria,TX,"Victoria County",77901,US,"TIGER/Line® dataset from the US Census Bureau"
Weatherford,Texas,32.780766,-97.806778,1,place,,,,,Weatherford,TX,"Parker County",76086,US,"TIGER/Line® dataset from the US Census Bureau"
Yoakum,Texas,29.297302,-97.047148,1,place,,,,,Yoakum,TX,"Lavaca County",77995,US,"TIGER/Line® dataset from the US Census Bureau"
"American Fork",Utah,40.395796,-111.803101,1,place,,,,,"American Fork",UT,"Utah County",84003,US,"TIGER/Line® dataset from the US Census Bureau"
Lehi,Utah,40.39162,-111.85077,1,place,,,,,Lehi,UT,"Utah County",84043,US,"TIGER/Line® dataset from the US Census Bureau"
Payson,Utah,40.032911,-111.723974,1,place,,,,,Payson,UT,"Utah County",84651,US,"TIGER/Line® dataset from the US Census Bureau"
"Pleasant Grove",Utah,40.386385,-111.732911,1,place,,,,,"Pleasant Grove",UT,"Utah County",84062,US,"TIGER/Line® dataset from the US Census Bureau"
Provo,Utah,40.235053,-111.695558,1,place,,,,,Provo,UT,"Utah County",84601,US,"TIGER/Line® dataset from the US Census Bureau"
"Spanish Fork",Utah,40.069946,-111.649086,1,place,,,,,"Spanish Fork",UT,"Utah County",84660,US,"TIGER/Line® dataset from the US Census Bureau"
Springville,Utah,40.180718,-111.562586,1,place,,,,,Springville,UT,"Utah County",84663,US,"TIGER/Line® dataset from the US Census Bureau"
Beaver,Utah,38.27691,-112.64105,1,place,,,,,Beaver,UT,"Beaver County",84713,US,"TIGER/Line® dataset from the US Census Bureau"
Milford,Utah,38.39691,-113.01079,1,place,,,,,Milford,UT,"Beaver County",84751,US,"TIGER/Line® dataset from the US Census Bureau"
"Bingham Canyon",Utah,40.592045,-112.0786,1,place,,,,,"Bingham Canyon",UT,"Salt Lake County",84006,US,"TIGER/Line® dataset from the US Census Bureau"
Magna,Utah,40.699401,-112.088875,1,place,,,,,Magna,UT,"Salt Lake County",84044,US,"TIGER/Line® dataset from the US Census Bureau"
Midvale,Utah,40.61106,-111.89994,1,place,,,,,Midvale,UT,"Salt Lake County",84047,US,"TIGER/Line® dataset from the US Census Bureau"
Murray,Utah,40.666892,-111.887991,0.9,place,,,,,Murray,UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
"Salt Lake City",Utah,40.756095,-111.900719,1,place,,,,,"Salt Lake City",UT,"Salt Lake County",84101,US,"TIGER/Line® dataset from the US Census Bureau"
Sandy,Utah,40.577106,-111.889047,1,place,,,,,Sandy,UT,"Salt Lake County",84070,US,"TIGER/Line® dataset from the US Census Bureau"
Bountiful,Utah,40.874038,-111.870994,1,place,,,,,Bountiful,UT,"Davis County",84010,US,"TIGER/Line® dataset from the US Census Bureau"
Kaysville,Utah,41.03522,-111.93855,1,place,,,,,Kaysville,UT,"Davis County",84037,US,"TIGER/Line® dataset from the US Census Bureau"
"Brigham City",Utah,41.537922,-112.061761,1,place,,,,,"Brigham City",UT,"Box Elder County",84302,US,"TIGER/Line® dataset from the US Census Bureau"
Corinne,Utah,41.55104,-112.11023,1,place,,,,,Corinne,UT,"Box Elder County",84307,US,"TIGER/Line® dataset from the US Census Bureau"
Tremonton,Utah,41.68849,-112.255453,1,place,,,,,Tremonton,UT,"Box Elder County",84337,US,"TIGER/Line® dataset from the US Census Bureau"
"Castle Dale",Utah,39.21219,-111.01961,1,place,,,,,"Castle Dale",UT,"Emery County",84513,US,"TIGER/Line® dataset from the US Census Bureau"
"Green River",Utah,39.020075,-110.213864,1,place,,,,,"Green River",UT,"Emery County",84525,US,"TIGER/Line® dataset from the US Census Bureau"
Huntington,Utah,39.283156,-110.961933,1,place,,,,,Huntington,UT,"Emery County",84528,US,"TIGER/Line® dataset from the US Census Bureau"
Coalville,Utah,40.840518,-111.322754,1,place,,,,,Coalville,UT,"Summit County",84017,US,"TIGER/Line® dataset from the US Census Bureau"
"Park City",Utah,40.652531,-111.501916,1,place,,,,,"Park City",UT,"Summit County",84060,US,"TIGER/Line® dataset from the US Census Bureau"
Columbia,Utah,39.54639,-110.757509,0.8,place,,,,,Columbia,UT,"Carbon County",84501,US,"TIGER/Line® dataset from the US Census Bureau"
Helper,Utah,39.68413,-110.85461,1,place,,,,,Helper,UT,"Carbon County",84526,US,"TIGER/Line® dataset from the US Census Bureau"
Price,Utah,39.567883,-110.650901,1,place,,,,,Price,UT,"Carbon County",84501,US,"TIGER/Line® dataset from the US Census Bureau"
Scofield,Utah,39.724129,-111.160727,0.8,place,,,,,Scofield,UT,"Carbon County",84538,US,"TIGER/Line® dataset from the US Census Bureau"
Delta,Utah,39.247056,-112.526542,1,place,,,,,Delta,UT,"Millard County",84624,US,"TIGER/Line® dataset from the US Census Bureau"
Fillmore,Utah,38.96052,-112.33633,1,place,,,,,Fillmore,UT,"Millard County",84631,US,"TIGER/Line® dataset from the US Census Bureau"
Duchesne,Utah,40.193815,-110.31321,1,place,,,,,Duchesne,UT,"Duchesne County",84021,US,"TIGER/Line® dataset from the US Census Bureau"
Myton,Utah,40.200074,-110.049034,1,place,,,,,Myton,UT,"Duchesne County",84052,US,"TIGER/Line® dataset from the US Census Bureau"
Roosevelt,Utah,40.266539,-110.106937,1,place,,,,,Roosevelt,UT,"Duchesne County",84066,US,"TIGER/Line® dataset from the US Census Bureau"
Gunnison,Utah,39.136318,-111.845821,1,place,,,,,Gunnison,UT,"Sanpete County",84634,US,"TIGER/Line® dataset from the US Census Bureau"
Ephraim,Utah,39.373122,-111.62523,1,place,,,,,Ephraim,UT,"Sanpete County",84627,US,"TIGER/Line® dataset from the US Census Bureau"
Fairview,Utah,39.697844,-111.430513,1,place,,,,,Fairview,UT,"Sanpete County",84629,US,"TIGER/Line® dataset from the US Census Bureau"
Manti,Utah,39.2683,-111.63686,1,place,,,,,Manti,UT,"Sanpete County",84642,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Pleasant",Utah,39.54691,-111.45547,1,place,,,,,"Mount Pleasant",UT,"Sanpete County",84647,US,"TIGER/Line® dataset from the US Census Bureau"
"Spring City",Utah,39.467083,-111.46609,1,place,,,,,"Spring City",UT,"Sanpete County",84662,US,"TIGER/Line® dataset from the US Census Bureau"
Eureka,Utah,39.95412,-112.12022,1,place,,,,,Eureka,UT,"Juab County",84628,US,"TIGER/Line® dataset from the US Census Bureau"
Mammoth,Utah,40.226535,-111.69709,0.8,place,,,,,Mammoth,UT,"Juab County",84601,US,"TIGER/Line® dataset from the US Census Bureau"
Nephi,Utah,39.757861,-111.841787,1,place,,,,,Nephi,UT,"Juab County",84648,US,"TIGER/Line® dataset from the US Census Bureau"
Heber,Utah,40.503181,-111.40773,0.8,place,,,,,Heber,UT,"Wasatch County",84032,US,"TIGER/Line® dataset from the US Census Bureau"
Loa,Utah,38.441473,-111.595751,1,place,,,,,Loa,UT,"Wayne County",84747,US,"TIGER/Line® dataset from the US Census Bureau"
Logan,Utah,41.717722,-111.836493,1,place,,,,,Logan,UT,"Cache County",84321,US,"TIGER/Line® dataset from the US Census Bureau"
Smithfield,Utah,41.801798,-111.910101,1,place,,,,,Smithfield,UT,"Cache County",84335,US,"TIGER/Line® dataset from the US Census Bureau"
Wellsville,Utah,41.637826,-111.917588,1,place,,,,,Wellsville,UT,"Cache County",84339,US,"TIGER/Line® dataset from the US Census Bureau"
Morgan,Utah,41.068883,-111.702746,1,place,,,,,Morgan,UT,"Morgan County",84050,US,"TIGER/Line® dataset from the US Census Bureau"
Ogden,Utah,41.244261,-112.007924,1,place,,,,,Ogden,UT,"Weber County",84201,US,"TIGER/Line® dataset from the US Census Bureau"
Mercur,Utah,0,0,0,,,,,,,,,,,
Ophir,Utah,40.36939,-112.258557,0.8,place,,,,,Ophir,UT,"Tooele County",84071,US,"TIGER/Line® dataset from the US Census Bureau"
Tooele,Utah,40.53078,-112.29828,1,place,,,,,Tooele,UT,"Tooele County",84074,US,"TIGER/Line® dataset from the US Census Bureau"
Panguitch,Utah,37.82276,-112.43576,1,place,,,,,Panguitch,UT,"Garfield County",84759,US,"TIGER/Line® dataset from the US Census Bureau"
Randolph,Utah,41.690895,-111.184512,1,place,,,,,Randolph,UT,"Rich County",84064,US,"TIGER/Line® dataset from the US Census Bureau"
Richfield,Utah,38.738771,-112.074362,1,place,,,,,Richfield,UT,"Sevier County",84701,US,"TIGER/Line® dataset from the US Census Bureau"
Vernal,Utah,40.630436,-109.483101,1,place,,,,,Vernal,UT,"Uintah County",84078,US,"TIGER/Line® dataset from the US Census Bureau"
Barre,Vermont,44.19701,-72.50205,1,place,,,,,Barre,VT,"Washington County",05641,US,"TIGER/Line® dataset from the US Census Bureau"
Montpelier,Vermont,44.19906,-72.559638,1,place,,,,,Montpelier,VT,"Washington County",05601,US,"TIGER/Line® dataset from the US Census Bureau"
Northfield,Vermont,44.180906,-72.678854,1,place,,,,,Northfield,VT,"Washington County",05663,US,"TIGER/Line® dataset from the US Census Bureau"
Waterbury,Vermont,44.259518,-72.585018,1,place,,,,,Waterbury,VT,"Washington County",05671,US,"TIGER/Line® dataset from the US Census Bureau"
Barton,Vermont,44.73663,-72.199084,1,place,,,,,Barton,VT,"Orleans County",05822,US,"TIGER/Line® dataset from the US Census Bureau"
"Barton Landing",Vermont,44.73663,-72.199084,1,place,,,,,Barton,VT,"Orleans County",05822,US,"TIGER/Line® dataset from the US Census Bureau"
"Derby Line",Vermont,45.00505,-72.09899,1,place,,,,,"Derby Line",VT,"Orleans County",05830,US,"TIGER/Line® dataset from the US Census Bureau"
Newport,Vermont,44.907921,-72.203948,1,place,,,,,Newport,VT,"Orleans County",05855,US,"TIGER/Line® dataset from the US Census Bureau"
"North Troy",Vermont,44.937769,-72.433354,1,place,,,,,"North Troy",VT,"Orleans County",05859,US,"TIGER/Line® dataset from the US Census Bureau"
Orleans,Vermont,44.823782,-72.102019,1,place,,,,,Orleans,VT,"Orleans County",05860,US,"TIGER/Line® dataset from the US Census Bureau"
"Bellows Falls",Vermont,43.13341,-72.44398,1,place,,,,,"Bellows Falls",VT,"Windham County",05101,US,"TIGER/Line® dataset from the US Census Bureau"
Brattleboro,Vermont,42.884281,-72.760753,1,place,,,,,Brattleboro,VT,"Windham County",05301,US,"TIGER/Line® dataset from the US Census Bureau"
